DisplayName;Department;BusinessRole;AccountType;LastLogon;Ruoli;Username;Email;UPN;EmployeeId;Manager;StatusAD;StatusHR;OrphanGroups
paolo.ricci.sngg;IT Helpdesk;IT Support;Internal;2025-10-10T13:24:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_READ;;;;;;;;
chiara.giordano.onso;IT Operations;IT Ops Specialist;Internal;2025-06-22T13:43:55Z;INF_EDR_READ,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MDM_READ,INF_VPN_READ,INF_VPN_VIEW,SYS_CONFLUENCE_READ,SYS_SERVICENOW_VIEW;;;;;;;;
andrea.santoro.ggid;Workplace IT;Workplace Specialist;Internal;2025-12-18T12:13:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_READ;;;;;;;;
sara.esposito.uwic;PMO;PMO Analyst;External;2025-04-27T07:14:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ,SYS_POWERBI_READ;;;;;;;;
matteo.gallo.ittu;R&D AI;AI Researcher;Technical;2025-05-02T12:53:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GCP_WRITE,SYS_JIRA_READ,SYS_SNOWFLAKE_READ;;;;;;;;
valentina.moretti.hskd;R&D Innovation;Innovation Engineer;Internal;2025-06-29T10:32:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_READ;;;;;;;;
stefano.verdi.uokn;Support L1;Support Agent L1;Internal;2026-01-11T16:15:55Z;INF_MAIL_READ,INF_MAIL_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_VIEW,SYS_ZENDESK_WRITE;;;;;;;;
adm_irene.marino.oysj;Support L2;Support Agent L2;Internal;2025-11-20T14:49:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_VIEW,SYS_SPLUNK_READ,SYS_ZENDESK_WRITE;;;;;;;;
giorgio.mancini.zric;Customer Success Enterprise;CSM Enterprise;External;2026-01-18T13:25:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ,SYS_ZENDESK_READ;;;;;;;;
svc_customer_success_xzob;Customer Success SMB;CSM SMB;Internal;2025-08-18T10:28:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_VIEW,SYS_ZENDESK_WRITE;;;;;;;;
simone.romano.zxqy;Sales Enterprise;Sales Executive;Internal;2025-06-13T14:18:55Z;INF_CRM_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SALESFORCE_WRITE;;;;;;;;
laura.conti.jhxf;Sales SMB;Sales Representative;Internal;2025-07-21T12:46:55Z;INF_CRM_READ,INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE;;;;;;;;
adm_antonio.barbieri.rkiq;Marketing Digital;Digital Marketer;Internal;2025-04-26T16:37:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_VIEW,SYS_SALESFORCE_WRITE;;;;;;;;
silvia.russo.igrd;Marketing Content;Content Specialist;Internal;2025-08-23T15:40:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_READ;;;;;;;;
roberto.greco.yjru;Finance Controlling;Controller;Internal;2025-12-29T13:35:55Z;INF_ERP_READ,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SAP_WRITE;;;;;;;;
anna.rizzo.hobe;Finance AP;AP Specialist;Internal;2023-07-07T16:28:55Z;INF_ERP_WRITE,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ;;;;;;;;
luca.rossi.nagg;Finance AR;AR Specialist;Technical;2024-06-09T14:32:55Z;INF_ERP_VIEW,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ;;;;;;;;
adm_marco.colombo.hvbn;HR Talent;Talent Partner;Technical;2026-01-30T15:53:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_WORKDAY_READ;;;;;;;;
giulia.costa.pncy;HR Payroll;Payroll Specialist;Internal;2026-01-05T10:09:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW,SYS_WORKDAY_WRITE;;;;;;;;
francesca.fontana.oitr;Legal Compliance;Compliance Analyst;Internal;2025-08-13T15:33:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_VIEW;;;;;;;;
alessandro.ferrari.ibhk;Procurement;Procurement Specialist;External;2025-06-14T15:54:55Z;INF_ERP_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ,SYS_SERVICENOW_READ;;;;;;;;
adm_marta.bruno.aiue;Executive Office;Executive Assistant;Internal;2025-10-29T12:35:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ;;;;;;;;
davide.lombardi.lqdw;Internal Audit;Internal Auditor;Internal;2025-05-17T07:25:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_READ,SYS_SAP_VIEW,SYS_SPLUNK_READ;;;;;;;;
elisa.bianchi.nslq;Business Applications;Business Apps Analyst;Technical;2025-09-24T07:50:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ,SYS_SALESFORCE_WRITE,SYS_SAP_VIEW,SYS_SERVICENOW_READ,SYS_WORKDAY_READ;;;;;;;;
paolo.ricci.qzuh;Engineering Backend;Backend Engineer;External;2026-01-10T15:18:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_AWS_VIEW,SYS_CONFLUENCE_READ,SYS_GITLAB_VIEW,SYS_JENKINS_VIEW,SYS_JIRA_READ,SYS_K8S_VIEW;;;;;;;;
chiara.giordano.ikno;Engineering Frontend;Frontend Engineer;Internal;2025-11-23T07:56:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GITHUB_WRITE,SYS_JENKINS_WRITE,SYS_JIRA_READ;;;;;;;;
andrea.santoro.saok;Engineering Mobile;Mobile Engineer;Internal;2025-07-09T10:18:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GITHUB_READ,SYS_JENKINS_WRITE,SYS_JIRA_VIEW;;;;;;;;
sara.esposito.sexr;Engineering QA;QA Engineer;Internal;2025-09-27T10:29:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JENKINS_VIEW,SYS_JIRA_READ,SYS_K8S_READ;;;;;;;;
matteo.gallo.stsx;Platform SRE;SRE Engineer;Technical;2025-06-23T14:13:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_VIEW,SYS_GCP_WRITE,SYS_K8S_WRITE;;;;;;;;
valentina.moretti.dlej;Platform DevOps;DevOps Engineer;Internal;2025-08-25T07:35:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_READ,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_JENKINS_READ,SYS_K8S_READ;;;;;;;;
svc_cloud_infrastructure_zidn;Cloud Infrastructure;Cloud Engineer;Technical;2025-07-24T16:01:55Z;INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_WRITE,SYS_GCP_WRITE,SYS_K8S_READ;;;;;;;;
irene.marino.uclp;Network Operations;Network Engineer;Internal;2026-02-10T16:42:55Z;INF_BASTION_VIEW,INF_DNS_WRITE,INF_FIREWALL_READ,INF_MAIL_READ,INF_NETWORK_WRITE,INF_SIEM_WRITE,INF_VPN_READ,INF_VPN_WRITE,SYS_CONFLUENCE_READ;;;;;;;;
adm_giorgio.mancini.gekf;Security SOC;SOC Analyst;Internal;2024-11-26T14:29:55Z;INF_EDR_VIEW,INF_FIREWALL_READ,INF_IAM_WRITE,INF_MAIL_READ,INF_SIEM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SPLUNK_READ;;;;;;;;
federica.leone.hybr;Security GRC;GRC Specialist;Internal;2023-11-09T11:51:55Z;INF_MAIL_READ,INF_SIEM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_WRITE,SYS_SPLUNK_VIEW;;;;;;;;
simone.romano.hpew;Security IAM;IAM Specialist;Internal;2025-04-07T07:09:55Z;INF_IAM_READ,INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_WRITE;;;;;;;;
adm_laura.conti.cznm;Data Engineering;Data Engineer;Internal;2025-09-04T07:45:55Z;INF_DBAAS_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_POWERBI_WRITE,SYS_SNOWFLAKE_VIEW;;;;;;;;
antonio.barbieri.zmab;Data Science;Data Scientist;Internal;2025-08-11T13:39:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GCP_READ,SYS_JIRA_READ,SYS_POWERBI_READ,SYS_SNOWFLAKE_READ;;;;;;;;
silvia.russo.gigo;Analytics BI;BI Analyst;Technical;2025-12-26T10:53:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SAP_WRITE,SYS_SNOWFLAKE_READ;;;;;;;;
roberto.greco.ulat;Product Management;Product Manager;Internal;2025-07-04T15:35:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_POWERBI_READ;;;;;;;;
anna.rizzo.awvd;Product Design;Product Designer;External;2025-09-08T11:36:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_VIEW;;;;;;;;
luca.rossi.cdqh;IT Helpdesk;IT Support;Internal;2025-11-10T14:51:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MAIL_VIEW,INF_MDM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_READ;;;;;;;;
marco.colombo.enst;IT Operations;IT Ops Specialist;Internal;2025-07-26T07:38:55Z;INF_EDR_READ,INF_FILESHARE_READ,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_VIEW;;;;;;;;
svc_workplace_it_workplace_olzv;Workplace IT;Workplace Specialist;Internal;2026-01-16T11:40:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_WRITE;;;;;;;;
francesca.fontana.cbmd;PMO;PMO Analyst;Technical;2025-04-30T10:20:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_WRITE,SYS_POWERBI_VIEW;;;;;;;;
alessandro.ferrari.eefh;R&D AI;AI Researcher;Internal;2025-11-21T15:31:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GCP_READ,SYS_JIRA_VIEW,SYS_SNOWFLAKE_WRITE;;;;;;;;
marta.bruno.obrd;R&D Innovation;Innovation Engineer;Internal;2025-06-18T09:49:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_READ;;;;;;;;
davide.lombardi.ymve;Support L1;Support Agent L1;Internal;2025-05-04T14:38:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_WRITE,SYS_ZENDESK_WRITE;;;;;;;;
elisa.bianchi.khwk;Support L2;Support Agent L2;Technical;2025-07-16T07:46:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_READ,SYS_SPLUNK_VIEW,SYS_ZENDESK_READ;;;;;;;;
paolo.ricci.znbz;Customer Success Enterprise;CSM Enterprise;Internal;2026-01-28T13:59:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_VIEW,SYS_ZENDESK_READ;;;;;;;;
chiara.giordano.czrv;Customer Success SMB;CSM SMB;Internal;2025-11-26T10:32:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ,SYS_ZENDESK_READ;;;;;;;;
andrea.santoro.wkwt;Sales Enterprise;Sales Executive;Internal;2025-11-13T07:49:55Z;INF_CRM_WRITE,INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SALESFORCE_WRITE;;;;;;;;
sara.esposito.iuiq;Sales SMB;Sales Representative;Internal;2025-07-07T08:51:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ;;;;;;;;
adm_matteo.gallo.jnvf;Marketing Digital;Digital Marketer;Internal;2025-03-23T12:37:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SALESFORCE_VIEW;;;;;;;;
valentina.moretti.tpav;Marketing Content;Content Specialist;Internal;2025-06-17T08:55:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_VIEW;;;;;;;;
stefano.verdi.sxde;Finance Controlling;Controller;Internal;2026-01-05T10:51:55Z;INF_ERP_VIEW,INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_VIEW;;;;;;;;
irene.marino.jebi;Finance AP;AP Specialist;Internal;2025-12-28T13:05:55Z;INF_ERP_WRITE,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW;;;;;;;;
giorgio.mancini.vubc;Finance AR;AR Specialist;Internal;2025-09-16T09:31:55Z;INF_ERP_READ,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW;;;;;;;;
adm_federica.leone.nfnc;HR Talent;Talent Partner;Internal;2025-05-09T09:27:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_WORKDAY_VIEW;;;;;;;;
svc_hr_payroll_payroll;HR Payroll;Payroll Specialist;Technical;2025-05-07T07:48:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW,SYS_WORKDAY_READ;;;;;;;;
adm_laura.conti.wwzk;Legal Compliance;Compliance Analyst;Technical;2025-09-28T11:11:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_WRITE;;;;;;;;
antonio.barbieri.wuld;Procurement;Procurement Specialist;Internal;2025-06-06T07:45:55Z;INF_ERP_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ,SYS_SERVICENOW_WRITE;;;;;;;;
silvia.russo.ytfz;Executive Office;Executive Assistant;Internal;2025-05-30T10:38:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW;;;;;;;;
roberto.greco.qqls;Internal Audit;Internal Auditor;Technical;2025-07-06T07:48:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_READ,SYS_SPLUNK_VIEW;;;;;;;;
adm_anna.rizzo.bjlh;Business Applications;Business Apps Analyst;Internal;2025-11-15T09:16:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_VIEW,SYS_SALESFORCE_WRITE,SYS_SAP_READ,SYS_SERVICENOW_WRITE,SYS_WORKDAY_READ;;;;;;;;
luca.rossi.flnz;Engineering Backend;Backend Engineer;Technical;2025-09-10T13:57:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GITLAB_READ,SYS_JENKINS_VIEW,SYS_JIRA_VIEW,SYS_K8S_READ;;;;;;;;
marco.colombo.sjnl;Engineering Frontend;Frontend Engineer;Internal;2025-06-22T13:28:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITHUB_VIEW,SYS_JENKINS_READ,SYS_JIRA_WRITE;;;;;;;;
giulia.costa.mxxl;Engineering Mobile;Mobile Engineer;Internal;2025-07-26T07:26:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITHUB_READ,SYS_JENKINS_VIEW,SYS_JIRA_VIEW;;;;;;;;
svc_qa_jums;Engineering QA;QA Engineer;Internal;2025-08-13T15:12:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JENKINS_VIEW,SYS_JIRA_VIEW,SYS_K8S_WRITE;;;;;;;;
alessandro.ferrari.awro;Platform SRE;SRE Engineer;Internal;2025-07-17T08:19:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_READ,SYS_AWS_READ,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_DATADOG_VIEW,SYS_GCP_WRITE,SYS_K8S_WRITE;;;;;;;;
adm_marta.bruno.epli;Platform DevOps;DevOps Engineer;Internal;2025-03-30T09:08:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_JENKINS_WRITE,SYS_K8S_WRITE;;;;;;;;
davide.lombardi.ghdm;Cloud Infrastructure;Cloud Engineer;Technical;2025-09-11T14:36:55Z;INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_AWS_ALL,SYS_AWS_READ,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_WRITE,SYS_GCP_READ,SYS_K8S_READ;;;;;;;;
elisa.bianchi.omkt;Network Operations;Network Engineer;External;2025-06-26T07:17:55Z;INF_BASTION_READ,INF_DNS_READ,INF_FIREWALL_VIEW,INF_MAIL_READ,INF_NETWORK_VIEW,INF_SIEM_READ,INF_VPN_READ,INF_VPN_VIEW,SYS_CONFLUENCE_READ;;;;;;;;
svc_security_soc_soc_pyuc;Security SOC;SOC Analyst;Internal;2026-01-17T12:52:55Z;INF_EDR_WRITE,INF_FIREWALL_WRITE,INF_IAM_READ,INF_MAIL_READ,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SPLUNK_VIEW;;;;;;;;
chiara.giordano.gzba;Security GRC;GRC Specialist;Internal;2025-07-23T14:07:55Z;INF_MAIL_READ,INF_SIEM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_READ,SYS_SPLUNK_READ;;;;;;;;
svc_security_iam_bjtd;Security IAM;IAM Specialist;Internal;2025-07-01T12:08:55Z;INF_IAM_READ,INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_VIEW;;;;;;;;
sara.esposito.kjjf;Data Engineering;Data Engineer;External;2025-11-11T15:45:55Z;INF_DBAAS_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_VIEW,SYS_CONFLUENCE_READ,SYS_GCP_VIEW,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_VIEW;;;;;;;;
svc_data_science_nrhv;Data Science;Data Scientist;Internal;2025-09-13T16:57:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GCP_READ,SYS_JIRA_VIEW,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_VIEW;;;;;;;;
adm_valentina.moretti.gjld;Analytics BI;BI Analyst;Internal;2025-05-18T08:10:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_WRITE,SYS_SNOWFLAKE_READ;;;;;;;;
stefano.verdi.bkqu;Product Management;Product Manager;Internal;2025-09-25T08:50:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_READ,SYS_POWERBI_READ;;;;;;;;
svc_product_design_product_ydtd;Product Design;Product Designer;Internal;2025-11-04T08:33:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_VIEW;;;;;;;;
svc_it_helpdesk_lyxy;IT Helpdesk;IT Support;Internal;2025-09-14T07:49:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_VIEW;;;;;;;;
svc_it_it;IT Operations;IT Ops Specialist;Internal;2025-11-02T16:29:55Z;INF_EDR_WRITE,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_VIEW;;;;;;;;
svc_workplace_it_wvih;Workplace IT;Workplace Specialist;External;2025-11-10T14:27:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MAIL_VIEW,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_VIEW;;;;;;;;
svc_pmo_nsvt;PMO;PMO Analyst;Technical;2025-08-14T16:12:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_READ,SYS_POWERBI_WRITE;;;;;;;;
antonio.barbieri.mrvz;R&D AI;AI Researcher;Technical;2025-05-06T16:56:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_JIRA_READ,SYS_SNOWFLAKE_WRITE;;;;;;;;
silvia.russo.wolr;R&D Innovation;Innovation Engineer;Technical;2025-08-01T13:14:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_READ;;;;;;;;
svc_support_l_drks;Support L1;Support Agent L1;Internal;2025-08-20T13:04:55Z;INF_MAIL_READ,INF_MAIL_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_VIEW,SYS_ZENDESK_VIEW;;;;;;;;
svc_support_l_pvpl;Support L2;Support Agent L2;External;2025-12-10T14:39:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_VIEW,SYS_SPLUNK_VIEW,SYS_ZENDESK_VIEW;;;;;;;;
adm_luca.rossi.tbwx;Customer Success Enterprise;CSM Enterprise;Internal;2025-11-20T14:40:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SALESFORCE_WRITE,SYS_ZENDESK_WRITE;;;;;;;;
adm_marco.colombo.csyx;Customer Success SMB;CSM SMB;Internal;2025-11-15T09:07:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ,SYS_ZENDESK_VIEW;;;;;;;;
giulia.costa.iibb;Sales Enterprise;Sales Executive;Internal;2025-03-20T09:43:55Z;INF_CRM_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SALESFORCE_READ;;;;;;;;
francesca.fontana.ezfz;Sales SMB;Sales Representative;Internal;2025-04-20T10:07:55Z;INF_CRM_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_VIEW;;;;;;;;
alessandro.ferrari.teev;Marketing Digital;Digital Marketer;Internal;2026-01-15T11:01:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_WRITE,SYS_SALESFORCE_READ;;;;;;;;
marta.bruno.zdmj;Marketing Content;Content Specialist;Internal;2025-12-06T11:06:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE;;;;;;;;
adm_davide.lombardi.mclw;Finance Controlling;Controller;Internal;2025-10-29T12:17:55Z;INF_ERP_WRITE,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_WRITE;;;;;;;;
svc_finance_ap_psvr;Finance AP;AP Specialist;Internal;2025-07-02T13:20:55Z;INF_ERP_VIEW,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE;;;;;;;;
